tx gt,ty gt,tz gt
1.1304,0.6207,1.4052
1.1288,0.6208,1.4027
1.1272,0.6208,1.4003
1.1257,0.6206,1.3979
1.1241,0.6209,1.3954
1.1227,0.6208,1.393
1.1211,0.6208,1.3906
1.1195,0.6208,1.3883
1.118,0.6208,1.3859
1.1165,0.6209,1.3836
1.115,0.6209,1.3811
1.1137,0.621,1.3788
1.1124,0.6211,1.3764
1.111,0.6213,1.3741
1.1099,0.6215,1.3719
1.1086,0.6217,1.3699
1.1074,0.6218,1.3678
1.1063,0.6219,1.366
1.1054,0.622,1.3643
1.1045,0.6221,1.3629
1.1037,0.6221,1.3616
1.103,0.6222,1.3606
1.1026,0.6221,1.3598
1.1019,0.6222,1.3591
1.1016,0.6224,1.3587
1.1012,0.6226,1.3585
1.1009,0.6229,1.3582
1.1006,0.6233,1.3581
1.1004,0.6235,1.3583
1.1003,0.6238,1.3585
1.1004,0.6239,1.359
1.1007,0.6239,1.3596
1.101,0.624,1.3605
1.1011,0.624,1.3615
1.1018,0.624,1.3626
1.1021,0.6238,1.3636
1.103,0.6237,1.3651
1.1035,0.6236,1.3665
1.1043,0.6233,1.3681
1.1052,0.6232,1.3699
1.1062,0.623,1.3719
1.1071,0.623,1.3739
1.1083,0.6228,1.3761
1.1096,0.6227,1.3785
1.1106,0.6226,1.3809
1.1118,0.6225,1.3833
1.1132,0.6227,1.386
1.1144,0.6225,1.3886
1.1159,0.6225,1.3914
1.1172,0.6225,1.3941
1.119,0.6224,1.3969
1.1204,0.6224,1.3999
1.1221,0.6224,1.4028
1.1235,0.6223,1.4058
1.1252,0.6223,1.4089
1.1268,0.6223,1.4119
1.1284,0.6223,1.4151
1.13,0.6221,1.4183
1.1319,0.6222,1.4216
1.1337,0.6223,1.4249
1.1355,0.6224,1.4283
1.1372,0.6225,1.4315
1.1394,0.6228,1.435
1.1411,0.6229,1.4382
1.1432,0.6232,1.4418
1.1452,0.6231,1.4455
1.1473,0.6233,1.4492
1.1493,0.6233,1.4527
1.1515,0.6235,1.4563
1.1535,0.6236,1.4598
1.1558,0.6236,1.4634
1.1581,0.6239,1.467
1.1603,0.6239,1.4705
1.1627,0.624,1.474
1.1649,0.624,1.4774
1.167,0.6238,1.4806
1.1695,0.6239,1.4841
1.172,0.6238,1.4874
1.1743,0.6235,1.491
1.1769,0.6236,1.4946
1.1795,0.6235,1.4984
1.1821,0.6236,1.502
1.1845,0.6234,1.5057
1.1871,0.6233,1.5095
1.1898,0.6232,1.5133
1.1924,0.6233,1.5168
1.195,0.6231,1.5204
1.1976,0.6232,1.5241
1.2005,0.6231,1.5279
1.2033,0.6233,1.532
1.2061,0.6234,1.5357
1.2089,0.6236,1.5396
1.2115,0.6237,1.5435
1.2138,0.6239,1.5471
1.2165,0.6243,1.5511
1.219,0.6245,1.5547
1.2214,0.6248,1.5584
1.2239,0.625,1.5619
1.2266,0.6253,1.5655
1.2292,0.6257,1.569
1.2316,0.626,1.5726
1.234,0.6263,1.5761
1.2364,0.6268,1.5795
1.239,0.6271,1.583
1.2416,0.6275,1.5865
1.2437,0.6275,1.5899
1.2461,0.6279,1.5932
1.2486,0.628,1.5966
1.251,0.6283,1.5999
1.2535,0.6284,1.6032
1.2564,0.6286,1.6066
1.2585,0.6286,1.6096
1.2609,0.6287,1.6129
1.2636,0.6289,1.6161
1.2659,0.629,1.6192
1.2684,0.629,1.6224
1.2705,0.6288,1.6254
1.2729,0.6288,1.6284
1.2753,0.6289,1.6313
1.2775,0.6288,1.6341
1.2798,0.6288,1.6369
1.282,0.6287,1.6397
1.2844,0.6287,1.6424
1.2866,0.6286,1.6451
1.2887,0.6285,1.6476
1.2911,0.6284,1.6501
1.293,0.6283,1.6526
1.2947,0.6281,1.6549
1.297,0.6281,1.6572
1.299,0.628,1.6596
1.3009,0.6277,1.6615
1.3029,0.6275,1.6639
1.3048,0.6272,1.6659
1.3074,0.6269,1.6683
1.3084,0.6267,1.6701
1.3119,0.6263,1.6725
1.3135,0.6259,1.6745
1.3156,0.6256,1.6764
1.3177,0.625,1.6784
1.3197,0.6246,1.6804
1.3217,0.6241,1.6824
1.3239,0.6237,1.6843
1.3259,0.6233,1.6861
1.3282,0.6228,1.6883
1.3304,0.6225,1.6904
1.332,0.6219,1.6925
1.3351,0.6216,1.6947
1.3371,0.6214,1.6967
1.3394,0.621,1.6989
1.3416,0.6209,1.7009
1.3435,0.6208,1.7034
1.3462,0.6206,1.706
1.3485,0.6205,1.7084
1.3511,0.6208,1.7107
1.3534,0.6208,1.7131
1.3558,0.6207,1.7152
1.3585,0.6209,1.7176
1.3607,0.6211,1.7198
1.3632,0.6213,1.722
1.3655,0.6214,1.7242
1.3677,0.6218,1.7263
1.3704,0.622,1.7284
1.3725,0.6223,1.7304
1.3742,0.6225,1.7325
1.3765,0.623,1.7344
1.3786,0.6234,1.7364
1.3807,0.6239,1.7381
1.3824,0.6243,1.7398
1.3845,0.625,1.7415
1.3866,0.6255,1.7429
1.3881,0.626,1.7443
1.3897,0.6268,1.7458
1.3916,0.6273,1.7469
1.3929,0.6281,1.7481
1.394,0.6289,1.7492
1.3952,0.6295,1.7501
1.3963,0.6302,1.7508
1.3971,0.6308,1.7514
1.3979,0.6316,1.7518
1.3987,0.6321,1.7521
1.399,0.6326,1.7522
1.3993,0.633,1.7522
1.3995,0.6337,1.7521
1.3995,0.6344,1.7519
1.3993,0.6349,1.7516
1.3986,0.6352,1.751
1.3983,0.6357,1.7505
1.3976,0.6358,1.7499
1.397,0.6362,1.7488
1.396,0.6366,1.7479
1.3948,0.6369,1.7465
1.3935,0.637,1.7452
1.3921,0.6371,1.7437
1.3905,0.6374,1.7422
1.3889,0.6373,1.7405
1.3872,0.6374,1.7386
1.3851,0.6372,1.7367
1.3829,0.6374,1.7347
1.3811,0.6372,1.7327
1.3788,0.6369,1.7304
1.3764,0.6369,1.7283
1.374,0.6366,1.726
1.3718,0.6363,1.7236
1.369,0.6358,1.7212
1.3666,0.6353,1.7185
1.3636,0.6348,1.7158
1.3606,0.6344,1.7128
1.3577,0.6339,1.7099
1.3547,0.633,1.7067
1.3518,0.6325,1.7038
1.3486,0.6321,1.7007
1.3455,0.6315,1.6976
1.3422,0.6308,1.6946
1.3392,0.6304,1.6917
1.3361,0.6296,1.6886
1.333,0.6289,1.6856
1.3298,0.6282,1.6823
1.3262,0.6274,1.6788
1.3239,0.6271,1.6761
1.3204,0.6261,1.6724
1.3188,0.6257,1.6698
1.3146,0.6249,1.6662
1.3116,0.6242,1.6631
1.3087,0.6235,1.6601
1.3058,0.623,1.6571
1.3028,0.6223,1.654
1.3001,0.6218,1.6511
1.297,0.6213,1.6483
1.2946,0.6208,1.6455
1.2914,0.6202,1.6426
1.2886,0.6199,1.6398
1.286,0.6193,1.6368
1.2831,0.6189,1.6337
1.2797,0.6182,1.6304
1.2774,0.618,1.6276
1.2739,0.6176,1.6244
1.2713,0.6172,1.6215
1.2683,0.6168,1.6188
1.2655,0.6166,1.616
1.2627,0.6165,1.6129
1.2601,0.6162,1.6102
1.2573,0.616,1.6071
1.2542,0.6159,1.6041
1.2514,0.6158,1.6012
1.2483,0.6156,1.5983
1.2457,0.6156,1.5954
1.2427,0.6155,1.5923
1.2401,0.6156,1.5896
1.237,0.6154,1.5865
1.234,0.6155,1.5835
1.231,0.6156,1.5804
1.2283,0.6156,1.5775
1.2253,0.6158,1.5746
1.2225,0.6159,1.5716
1.2194,0.616,1.5685
1.2165,0.6161,1.5653
1.2135,0.6163,1.5621
1.2107,0.6165,1.5589
1.2076,0.6168,1.5555
1.2048,0.6169,1.5525
1.2019,0.6174,1.5493
1.1991,0.6177,1.5461
1.1961,0.6182,1.543
1.1932,0.6185,1.5399
1.19,0.619,1.5364
1.1873,0.6194,1.5332
1.1842,0.62,1.5299
1.1813,0.6204,1.5266
1.178,0.6211,1.5233
1.1754,0.6218,1.5201
1.1724,0.6225,1.5167
1.1696,0.6232,1.5136
1.1665,0.6239,1.5101
1.1637,0.6247,1.5069
1.161,0.6254,1.5034
1.1581,0.6261,1.5002
1.1555,0.627,1.4969
1.1527,0.6277,1.4935
1.15,0.6285,1.49
1.1474,0.6293,1.4866
1.145,0.6302,1.4831
1.1427,0.6309,1.4798
1.1403,0.6316,1.4763
1.1379,0.6322,1.473
1.1354,0.6328,1.4696
1.133,0.6333,1.4663
1.1309,0.6338,1.4628
1.1288,0.6342,1.4594
1.1267,0.6346,1.4559
1.1246,0.635,1.4524
1.1224,0.6354,1.4491
1.1203,0.6358,1.4457
1.1185,0.636,1.4424
1.1165,0.6363,1.439
1.1144,0.6365,1.4357
1.1124,0.6369,1.4326
1.1105,0.637,1.4292
1.1086,0.637,1.4259
1.107,0.6372,1.4228
1.1051,0.6372,1.4195
1.1029,0.637,1.4162
1.1013,0.6371,1.4133
1.0995,0.6369,1.4101
1.0977,0.6367,1.4069
1.0961,0.6366,1.404
1.0946,0.6364,1.401
1.0925,0.6363,1.398
1.0908,0.636,1.3953
1.0897,0.6357,1.3928
1.0886,0.6352,1.3903
1.0869,0.6352,1.3878
1.0855,0.6349,1.3853
1.0843,0.6346,1.3829
1.0833,0.6345,1.3807
1.082,0.6343,1.3785
1.081,0.634,1.3763
1.0803,0.6338,1.3743
1.0787,0.6335,1.3721
1.0779,0.6333,1.3701
1.0767,0.6332,1.368
1.0759,0.6331,1.3662
1.0749,0.6331,1.3642
1.0741,0.633,1.3627
1.0733,0.6329,1.361
1.0726,0.6327,1.3594
1.0723,0.6324,1.3583
1.0716,0.6321,1.3568
1.0712,0.6319,1.3558
1.0709,0.6317,1.3549
1.0707,0.6316,1.3544
1.0706,0.6316,1.3539
1.0709,0.6315,1.354
1.0711,0.6314,1.3541
1.0713,0.6313,1.3544
1.0717,0.6313,1.3549
1.0726,0.6312,1.3558
1.0731,0.6311,1.3566
1.0736,0.6309,1.3576
1.0748,0.6309,1.359
1.0754,0.6308,1.3603
1.0767,0.6307,1.362
1.0776,0.6307,1.3638
1.0789,0.6305,1.3659
1.0802,0.6303,1.3681
1.0816,0.63,1.3703
1.0829,0.6299,1.3727
1.0845,0.6298,1.3752
1.0862,0.6295,1.378
1.0878,0.6293,1.3807
1.0895,0.629,1.3834
1.0912,0.6288,1.3861
1.093,0.6284,1.3889
1.0949,0.6282,1.3919
1.0968,0.628,1.3948
1.0988,0.6276,1.3979
1.101,0.6273,1.4011
1.1032,0.6271,1.4044
1.1055,0.6267,1.4077
1.1081,0.6265,1.4111
1.1105,0.6262,1.4145
1.1129,0.6259,1.4176
1.1157,0.6255,1.421
1.118,0.6252,1.4245
1.1207,0.625,1.4279
1.1233,0.6246,1.4314
1.1261,0.6244,1.4348
1.1288,0.6242,1.4385
1.1315,0.624,1.442
1.1346,0.6237,1.4457
1.1374,0.6235,1.4493
1.1403,0.6233,1.453
1.1434,0.6232,1.4567
1.1461,0.6229,1.4602
1.1492,0.6226,1.464
1.1523,0.6222,1.4678
1.1553,0.6218,1.4717
1.1585,0.6217,1.4759
1.1618,0.6214,1.4801
1.1649,0.6211,1.4843
1.168,0.6207,1.4884
1.1712,0.6203,1.4924
1.1749,0.62,1.4967
1.1778,0.6195,1.5006
1.1813,0.6191,1.5049
1.1843,0.6188,1.509
1.1878,0.6184,1.5133
1.1909,0.6181,1.5175
1.1946,0.6178,1.5219
1.1977,0.6174,1.5262
1.2012,0.6173,1.5306
1.2043,0.617,1.5348
1.2076,0.6168,1.5389
1.2109,0.6164,1.543
1.214,0.6162,1.547
1.2174,0.6159,1.5509
1.2205,0.6157,1.5548
1.2234,0.6151,1.5589
1.2264,0.615,1.5628
1.2295,0.6148,1.5668
1.2324,0.6147,1.571
1.2353,0.6144,1.5745
1.2383,0.6142,1.5784
1.2414,0.6141,1.582
1.2443,0.614,1.5856
1.2472,0.6139,1.5891
1.2502,0.6139,1.5925
1.253,0.6138,1.5959
1.2558,0.6137,1.5993
1.2587,0.6136,1.6027
1.2611,0.6134,1.6061
1.2638,0.6135,1.6095
1.2665,0.6137,1.6128
1.2694,0.6138,1.6162
1.2721,0.6138,1.6197
1.2749,0.6139,1.6228
1.2768,0.614,1.6257
1.2794,0.6141,1.6287
1.282,0.6143,1.6317
1.2847,0.6144,1.6348
1.2872,0.6145,1.6379
1.2899,0.6148,1.6409
1.2925,0.615,1.6439
1.2943,0.6151,1.6467
1.2967,0.6155,1.6496
1.2987,0.6158,1.6524
1.3009,0.6162,1.6552
1.3029,0.6167,1.6579
1.3048,0.6172,1.6602
1.3067,0.6177,1.6625
1.3088,0.6183,1.6648
1.3099,0.6189,1.6668
1.3117,0.6195,1.6689
1.3125,0.6202,1.6705
1.3142,0.6212,1.6725
1.315,0.6219,1.6738
1.3154,0.6229,1.6753
1.3161,0.6238,1.6765
1.3171,0.625,1.6779
1.3178,0.6261,1.6788
1.3174,0.6273,1.6796
1.3179,0.6284,1.6804
1.3187,0.6297,1.6812
1.3183,0.6308,1.6815
1.3185,0.6322,1.6816
1.3185,0.6333,1.6818
1.3185,0.6346,1.682
1.3185,0.6357,1.6821
1.319,0.6368,1.6823
1.319,0.638,1.6822
1.3189,0.6389,1.6821
1.3181,0.6396,1.6816
1.318,0.6404,1.6812
1.3181,0.6413,1.6808
1.318,0.6419,1.6801
1.3179,0.6424,1.6792
1.3179,0.6427,1.6785
1.318,0.6431,1.6778
1.3179,0.6434,1.6771
1.3177,0.6437,1.6761
1.3176,0.6439,1.6753
1.3182,0.6441,1.6746
1.3174,0.6441,1.6734
1.3174,0.6441,1.6725
1.3174,0.6442,1.6715
1.3174,0.6442,1.6705
1.3172,0.6441,1.6694
1.3172,0.644,1.6685
1.3172,0.6438,1.6678
1.3167,0.6437,1.6668
1.3164,0.6435,1.6659
1.3162,0.6432,1.6653
1.3163,0.6432,1.6645
1.3169,0.6434,1.6639
1.3161,0.6432,1.6629
1.3159,0.6433,1.6622
1.3157,0.6433,1.6614
1.3154,0.6434,1.6608
1.315,0.6437,1.6601
1.3147,0.6438,1.6596
1.3145,0.6442,1.6591
1.3143,0.6448,1.6584
1.3142,0.6454,1.6579
1.3144,0.6463,1.6575
1.3144,0.6474,1.657
1.3135,0.6487,1.6564
1.3131,0.65,1.6559
1.3129,0.6515,1.6555
1.3124,0.6532,1.655
1.312,0.6552,1.6544
1.3116,0.6572,1.654
1.3111,0.6593,1.6535
1.3105,0.6616,1.6531
1.31,0.6642,1.6524
1.3097,0.667,1.652
1.309,0.67,1.6514
1.3085,0.6731,1.6507
1.3079,0.6765,1.65
1.3072,0.6797,1.6496
1.3073,0.6834,1.6491
1.3061,0.6869,1.6484
1.3054,0.6903,1.6479
1.3048,0.6937,1.6473
1.304,0.6973,1.6469
1.3037,0.7011,1.6464
1.3028,0.7049,1.6458
1.3022,0.7086,1.6451
1.3017,0.7126,1.6446
