tx gt,ty gt,tz gt
-3.976947018,2.2206810073,-1.6735772495
-3.9710997218,2.2266725735,-1.6656206026
-3.9631433585,2.2346741738,-1.6552311282
-3.9560752351,2.2409438443,-1.6465465455
-3.9480256352,2.2481249544,-1.6373257851
-3.937889608,2.2574982242,-1.6263097961
-3.9305131664,2.2654103498,-1.6183235371
-3.9195889222,2.2747535697,-1.6078447591
-3.9093876628,2.2840668561,-1.5986258257
-3.9016539698,2.2937541156,-1.5907949855
-3.8925724362,2.304384648,-1.5819773157
-3.8857232789,2.3118596966,-1.5755779787
-3.8739251721,2.3238682942,-1.5650247722
-3.8619157514,2.3345713056,-1.5548906151
-3.8528028629,2.3425307034,-1.5474952423
-3.8398959993,2.3527089704,-1.5377286344
-3.8280878786,2.3615776087,-1.5289382444
-3.8137993484,2.3723124323,-1.5184931352
-3.802431017,2.3801884936,-1.5104416523
-3.7858504557,2.3919431572,-1.4984163543
-3.7716118456,2.401208537,-1.488808355
-3.7603686594,2.4080233522,-1.4812891517
-3.7416874079,2.4186235642,-1.4697471383
-3.7252311771,2.4284283416,-1.4594993851
-3.7118803394,2.4353880888,-1.4514796249
-3.6916307902,2.4449345136,-1.43978708
-3.677678699,2.4517961055,-1.4320133663
-3.6589288396,2.4611688863,-1.4215471768
-3.6431990949,2.4699512096,-1.4129308694
-3.6257809134,2.4801349241,-1.4033953785
-3.604422206,2.4920422013,-1.3917739386
-3.5906368316,2.4996602662,-1.3841835944
-3.5674909265,2.5115610761,-1.3721777252
-3.5432724656,2.5234387673,-1.3595629372
-3.525194097,2.5319614989,-1.3506406599
-3.5022134952,2.5435214236,-1.3395732868
-3.4849633249,2.5520374808,-1.3313576557
-3.4617704145,2.5634085288,-1.3209245776
-3.4368580625,2.5777362175,-1.3097097672
-3.4178758501,2.589298154,-1.3015507123
-3.3934578529,2.6047168736,-1.2908264954
-3.3775929297,2.6147040065,-1.2836256186
-3.3550428559,2.6287574599,-1.2733824064
-3.337660229,2.6396816727,-1.2653707517
-3.3150910796,2.6530841995,-1.2552581663
-3.2871629512,2.669098789,-1.2426333372
-3.2652099576,2.6806988751,-1.2335114308
-3.2403431018,2.6944208828,-1.2231582398
-3.2102361331,2.7104439493,-1.2107516272
-3.1934966963,2.7194366518,-1.2034836696
-3.1677619535,2.7309380988,-1.1918613465
-3.1483649833,2.7388052335,-1.1828042301
-3.1220492397,2.749475298,-1.1695080658
-3.1027099827,2.7562750383,-1.1589539241
-3.0792562888,2.7643597652,-1.145117274
-3.0541333212,2.7718795287,-1.1285761868
-3.0370079576,2.7764022714,-1.1167454742
-3.0098453683,2.781967348,-1.0976498644
-2.9839535611,2.787345115,-1.0790847206
-2.9654363505,2.7916609171,-1.0659410292
-2.9368174408,2.7991228327,-1.0447151468
-2.918516298,2.8036804539,-1.0309879209
-2.8926736266,2.8098000684,-1.0119632819
-2.8731796624,2.8151895591,-0.9969727672
-2.8466818159,2.8225920094,-0.9759749027
-2.822721763,2.8293305354,-0.9562625666
-2.8048971211,2.8347162738,-0.941982033
-2.7830090419,2.842357888,-0.9239210258
-2.7606668228,2.8527089655,-0.9037629856
-2.7448085827,2.8614302141,-0.8885883146
-2.7258585847,2.8709174556,-0.8703880449
-2.7102339259,2.8772627744,-0.855357521
-2.6904116629,2.88486145,-0.8359248002
-2.669972073,2.893568162,-0.8157651419
-2.6536894003,2.9003769515,-0.8000590807
-2.6306747759,2.9092638614,-0.7800336622
-2.6140294286,2.9152197425,-0.766887745
-2.5863960467,2.9255883865,-0.7463678234
-2.5668872082,2.9327267039,-0.7325616536
-2.541569004,2.9418724558,-0.7146233399
-2.5181185576,2.9487403925,-0.6986546367
-2.4974684537,2.9542103574,-0.6851454316
-2.4771366564,2.9602353997,-0.6723107658
-2.4581494505,2.9660076827,-0.6620421081
-2.4355088758,2.9736473928,-0.6508717465
-2.4092053657,2.9823967765,-0.6388322054
-2.3933280509,2.9865486551,-0.6318013736
-2.3668554935,2.992098496,-0.6199015204
-2.3481300143,2.9951783533,-0.611378445
-2.3256425508,2.9980042575,-0.6012706343
-2.2975373465,3.001151978,-0.5882065049
-2.278374715,3.0030653666,-0.5800585996
-2.2493287439,3.0071240576,-0.5682669266
-2.2221459726,3.0121079138,-0.5580973567
-2.196580868,3.0176670396,-0.5492705571
-2.1697628834,3.0248912004,-0.540502775
-2.1509897768,3.0301840223,-0.5350367946
-2.1191780636,3.0384273115,-0.5255794816
-2.0877190184,3.04671593,-0.5175845842
-2.0642770216,3.0527384007,-0.5115679473
-2.0283114849,3.0606938313,-0.5023789654
-2.0060416413,3.0646461116,-0.4961633219
-1.9728226903,3.0690779332,-0.4866682013
-1.9465623167,3.072039569,-0.4783332816
-1.9138264243,3.0754504517,-0.46761616
-1.8798613371,3.0791384325,-0.4562044509
-1.851206668,3.0824596958,-0.4472679272
-1.8153495702,3.0864921552,-0.4355949095
-1.7805092134,3.0905796784,-0.4240605631
-1.7518887049,3.095581535,-0.4150874474
-1.7228493346,3.1024273237,-0.4066243621
-1.7012485453,3.1071569842,-0.400887021
-1.6620000569,3.1162261177,-0.3920602401
-1.6304269492,3.1238339219,-0.385759809
-1.5985721327,3.1321327566,-0.3793380721
-1.5666441943,3.1397042934,-0.3724471694
-1.5455936084,3.1446435155,-0.3681666675
-1.5050426251,3.1523563324,-0.3604431553
-1.4659894854,3.1600001663,-0.3541244261
-1.4337845918,3.165969501,-0.3494708657
-1.3945596324,3.172018475,-0.3440301567
-1.3652992626,3.1756053183,-0.3399933689
-1.3289428522,3.1798067862,-0.3357236971
-1.2933215424,3.1849192815,-0.3319829222
-1.2512515767,3.1903191749,-0.3276775557
-1.2177953456,3.1935410225,-0.3239642758
-1.187524502,3.1954600052,-0.3205799511
-1.143481285,3.1982125902,-0.3162291092
-1.0984556487,3.2022596033,-0.313695238
-1.0621880246,3.2060736111,-0.312437849
-1.0186978065,3.2099211623,-0.3115174646
-0.9907545692,3.2119858212,-0.310930519
-0.9472073391,3.2146922442,-0.3101297497
-0.9154428693,3.2156511434,-0.3094599553
-0.8717945571,3.21633151,-0.3087680558
-0.8322891717,3.2162804856,-0.3081322724
-0.8055169,3.216163203,-0.307824183
-0.7589451934,3.2159794322,-0.3078978092
-0.7155821153,3.2165883407,-0.3087679284
-0.6775724711,3.2174349125,-0.3102103915
-0.6351133256,3.2180332435,-0.3122058253
-0.6071454903,3.2176662489,-0.3135667103
-0.5746305372,3.2169024357,-0.314987655
-0.5194691143,3.2155114635,-0.3179492073
-0.4817361778,3.2143140078,-0.3198440505
-0.4352564807,3.2123173679,-0.3226683813
-0.399940801,3.211093146,-0.3249646798
-0.3531702043,3.2098970298,-0.3282653886
-0.3078875084,3.2084905582,-0.3315276501
-0.2688121512,3.2067948529,-0.3343697473
-0.2279879543,3.2040171819,-0.3371398242
-0.1977616169,3.2019917344,-0.3392394433
-0.1534485444,3.2012078511,-0.3432210785
-0.1117775829,3.2029445502,-0.3479941436
-0.0772234174,3.2053549529,-0.3520432355
-0.0319126701,3.2083230654,-0.3572840062
-0.0035593151,3.209536689,-0.3600499186
0.0461338931,3.2112635267,-0.3646933043
0.0798142231,3.212017188,-0.3675858363
0.1266982071,3.212705851,-0.3717682311
0.1744096712,3.2116790977,-0.3761461901
0.2054492065,3.2103486103,-0.3791325685
0.2492925686,3.2080562451,-0.3830279693
0.2938367821,3.2046093532,-0.3865886438
0.3274143937,3.2010468339,-0.3889337799
0.3694000137,3.1949554055,-0.3916521269
0.3983729082,3.1894585297,-0.3928000091
0.4375191191,3.181905305,-0.3946940845
0.47251929,3.1739823321,-0.3956131368
0.5117798576,3.1635320459,-0.3957420562
0.5484572789,3.1530705915,-0.3955759716
0.5780720401,3.1443700149,-0.3951358246
0.6179768524,3.1322682101,-0.3942053724
0.6612486579,3.118650756,-0.3927241902
0.6960664728,3.1072660605,-0.3907879373
0.7415192661,3.0930823822,-0.3877581036
0.7738679395,3.0832514911,-0.3857134361
0.8183931993,3.0719568929,-0.3832408565
0.8662791192,3.0618774113,-0.3811717672
0.9073590844,3.0546943407,-0.3802756455
0.948743016,3.0482835592,-0.3795042706
0.980001753,3.0437750295,-0.3790396003
1.0247585515,3.0376878968,-0.3786298645
1.0679649529,3.0323686406,-0.3784063091
1.1036252491,3.0280713002,-0.37811206
1.1441589607,3.0234052955,-0.3774813599
1.1735736191,3.0198565879,-0.3768873251
1.2145685511,3.0130380995,-0.3755051276
1.2537337075,3.0070526414,-0.374156351
1.2837762907,3.0024970752,-0.3734005964
1.3239931918,2.9954670708,-0.3722876764
1.35114194,2.9888821049,-0.3704402234
1.3897813247,2.979618996,-0.3683214356
1.4172313873,2.9715996364,-0.3661649045
1.4582975442,2.9604163946,-0.3612499716
1.4977696876,2.9489048718,-0.3574813847
1.528871181,2.9394731597,-0.3544497231
1.5670450764,2.9278620124,-0.3504338374
1.5942131627,2.9189785692,-0.3469842223
1.6325288186,2.9062556047,-0.3415970473
1.6674900859,2.8945060058,-0.3365151048
1.6925363431,2.8861751469,-0.3328485117
1.7329300906,2.8725879729,-0.3276510809
1.7621694,2.8622547767,-0.3233796305
1.798608789,2.8488954419,-0.3174964668
1.8322446651,2.8368653596,-0.3113745578
1.8552064569,2.8289926828,-0.3071808808
1.8909929054,2.8182189022,-0.3015171457
1.9248148213,2.8083489376,-0.2964659375
1.9492279129,2.8017150162,-0.2929581153
1.9823128073,2.7928133219,-0.2886218608
2.0051834875,2.7863917818,-0.2861621082
2.0407087264,2.7759779615,-0.2824797039
2.0739351634,2.7657637917,-0.2795263533
2.0987498903,2.7574079261,-0.2773373285
2.1310372877,2.745941983,-0.2746315197
2.1517028412,2.7373978382,-0.2729208297
2.1806399667,2.7243963576,-0.2707070293
2.2108875512,2.7095518711,-0.2691713646
2.2338638295,2.6978400747,-0.2685887585
2.2620647778,2.6831533887,-0.2687230207
2.2794254791,2.6733425225,-0.269176982
2.3026881161,2.6614932931,-0.2694088775
2.3245367288,2.6499475681,-0.2702877437
2.3426058935,2.6399432278,-0.2714842561
2.3582455359,2.630707088,-0.272171095
2.3776494065,2.6172371723,-0.273732846
2.3975541617,2.602977296,-0.2759261375
2.4156390364,2.5903497951,-0.2783654191
2.4330138536,2.5775821532,-0.281722775
2.4498505405,2.5659192457,-0.2848322529
2.4623510564,2.5547275279,-0.2875540637
2.4783382542,2.5399262969,-0.2917813447
2.4941154169,2.5240573675,-0.2970839474
2.5051665579,2.5111882889,-0.3011893256
2.5188266328,2.4951561341,-0.3068901548
2.5295341182,2.4839186406,-0.310781336
2.5431550743,2.4652762698,-0.3170912444
2.5567142036,2.4472938922,-0.3247749422
2.5677319375,2.4321815627,-0.3312361114
2.5787307924,2.4156728994,-0.3379299644
2.5857079056,2.40400371,-0.3437159665
2.5961902713,2.3811838922,-0.3538304828
2.6028107228,2.3672181501,-0.3607161408
2.6120332641,2.3483977149,-0.371215814
2.6186180926,2.3324786669,-0.3804915502
2.6222352998,2.3209479888,-0.3871639015
2.6266962643,2.304234608,-0.3970715412
2.6304306705,2.2897297372,-0.4069790043
2.6330226069,2.2765112636,-0.4175078906
2.6357734994,2.265439027,-0.4278465491
2.6358894054,2.2565592669,-0.4347606068
2.6361436699,2.2431032597,-0.445164805
2.6360889361,2.2308480376,-0.4555230671
2.6353984398,2.2224835222,-0.4639058823
2.6318996121,2.2131422187,-0.4722097864
2.6278052439,2.205097337,-0.4789461836
2.6218660291,2.1945804618,-0.4883201055
2.6161010804,2.1827164131,-0.4980134771
2.6101179187,2.1726461769,-0.5060164903
2.6000831385,2.159179392,-0.5165899107
2.5913089511,2.1519727079,-0.5217272946
2.5763380242,2.1380616781,-0.5326587414
2.5653248078,2.1273608503,-0.5406802911
2.5505431889,2.1160011044,-0.5489491913
2.5331115442,2.1009266907,-0.560222617
2.520406255,2.0928546603,-0.5659554251
2.5012564719,2.0794094412,-0.5735618626
2.4834233745,2.0677938056,-0.5802518948
2.4572226258,2.050628391,-0.5908539182
2.4372761934,2.0412587208,-0.5955799988
2.4190749423,2.0295605126,-0.6032055054
2.3998211836,2.021939578,-0.6090825288
2.3778580822,2.0100719332,-0.6181562963
2.3489544336,2.0019217782,-0.6252633332
2.3248142183,1.9962894349,-0.632012483
2.3077922885,1.9923361941,-0.6368672463
2.2755763139,1.9845962666,-0.6457620466
2.2527684923,1.9794093972,-0.6518807455
2.2224156327,1.9733564069,-0.6597311164
2.1933019685,1.9690004183,-0.6669983436
2.1714323005,1.9669925338,-0.672265877
2.1418258692,1.9645493841,-0.6794734256
2.1174529177,1.9635788998,-0.6848522573
2.0859282326,1.9618951563,-0.69199192
2.0548201694,1.9593968647,-0.6986290972
2.0337380717,1.9581105703,-0.7026382353
1.9993032196,1.9568271341,-0.7085185432
1.9652483422,1.9574790363,-0.7135350691
1.9384107781,1.9593605745,-0.7165323453
1.9068048688,1.9619035842,-0.7201265526
1.882678412,1.9645011465,-0.7225739551
1.8518107216,1.9693435825,-0.7249314871
1.8234100343,1.9754944961,-0.7262483767
1.8036577536,1.9803989767,-0.7270146751
1.7739567084,1.9868205096,-0.7275134882
1.7551996023,1.9902445774,-0.7273590764
1.728923407,1.9948278486,-0.7264563897
1.7014240948,1.9992915187,-0.7245006339
1.6803352799,2.0017752607,-0.722207203
1.6496047469,2.0055332691,-0.7178316647
1.6230558308,2.0090305403,-0.7128486861
1.5995588809,2.0109216915,-0.7076607741
1.5708474401,2.0128652294,-0.7000578298
1.5527037076,2.013884135,-0.6943479426
1.5208216576,2.0171111418,-0.683127008
1.5013978237,2.0184384726,-0.676168638
1.4723528088,2.0205627451,-0.6656150487
1.442754267,2.024380315,-0.6542165098
1.4216355631,2.0273656747,-0.6460449177
1.387755541,2.0333087026,-0.6330161337
1.365009351,2.036274162,-0.6258099339
1.3271027849,2.0409391412,-0.6137481661
1.2939063226,2.0451527188,-0.603804012
1.2685704472,2.0486046934,-0.5964145496
1.2308551894,2.0544397049,-0.5857181221
1.2009439982,2.0595480771,-0.5779863964
1.1630328544,2.0648601512,-0.5690585444
1.1219551255,2.0700630737,-0.5601562967
1.0921067303,2.0741333617,-0.5537435184
1.0458034281,2.078663879,-0.5441257407
1.0172788237,2.0817876955,-0.5377930433
0.977673482,2.0842686844,-0.5295365899
0.9335389182,2.0894023,-0.5196572005
0.9037421856,2.0915670883,-0.5137943092
0.8549734819,2.0957451753,-0.5041457382
0.8222722705,2.0975582737,-0.4980491945
0.7785203212,2.1015222707,-0.4888788283
0.7334660819,2.1051169509,-0.4787846714
0.6993866413,2.108081483,-0.4698043252
0.6574595773,2.1110176532,-0.4587211767
0.6276358793,2.1136197066,-0.4501856635
0.5869146692,2.1178526834,-0.4374694965
0.5517943954,2.123558873,-0.4245419502
0.5194507707,2.1295414182,-0.411490814
0.4875463816,2.1361790425,-0.3974705275
0.464026501,2.1405032973,-0.3852439544
0.4346089919,2.1460175621,-0.3676325421
0.4072217696,2.150971091,-0.3484680356
0.3868631205,2.1541631699,-0.3347348295
0.3586322617,2.1601718748,-0.3143149636
0.3386629931,2.1645293326,-0.2993597633
0.3129525122,2.1689123151,-0.2804240673
0.2840076713,2.1734939206,-0.2584991911
0.2612896033,2.1772375255,-0.2409769824
0.2402386208,2.1803004491,-0.2232916561
0.2218570897,2.1831958509,-0.2070390319
0.1941884733,2.1870380094,-0.181633386
0.1676130228,2.1900363012,-0.1581675835
0.1451361186,2.1926746113,-0.1389189429
0.1179270264,2.1945460045,-0.1169882887
0.0957712815,2.1955030202,-0.0987324713
0.0656518739,2.1955547593,-0.0733922768
0.0371808158,2.1955737277,-0.0487520968
0.0144290363,2.1952174185,-0.0284365817
-0.0153410239,2.1948921297,-0.0011292054
-0.0408778755,2.1950770322,0.0229473733
-0.0632609963,2.1944564275,0.04392718
-0.0935317478,2.1931724534,0.0734201128
-0.1186238945,2.1909837586,0.0985666153
-0.145505121,2.189783466,0.1272993948
-0.1649637359,2.1891934427,0.148823794
-0.1907384032,2.1887303512,0.1778569639
-0.2184489018,2.1888436423,0.2083699474
-0.2402202975,2.1891793354,0.233965582
-0.2643993905,2.189554955,0.2623768135
-0.2824669744,2.1906252866,0.2840988497
-0.3127084904,2.1942009659,0.3190404818
-0.3404855169,2.1979044522,0.3501081362
-0.3636257821,2.1996818796,0.3747456615
-0.390594611,2.2007684368,0.4033371455
-0.4115133063,2.2019486321,0.4258154421
-0.4382505752,2.2048205115,0.4550356329
-0.4674535754,2.2089277089,0.4869601848
-0.4895948146,2.2126438624,0.510586782
-0.5193210021,2.2181281775,0.5402339022
-0.5417139356,2.2220839207,0.5622647142
-0.5676685392,2.2262682826,0.5888773632
-0.5950388428,2.2300054329,0.6194536196
-0.6146240768,2.2334735105,0.6435073835
-0.6368026123,2.2367554292,0.6703768896
-0.6530716884,2.2386224064,0.6888549518
-0.6785903425,2.2416968863,0.7163907734
-0.7085854215,2.2433262472,0.7480579799
-0.7286545406,2.2444532124,0.7700885346
-0.7514873347,2.2461134569,0.7963610879
-0.7690136123,2.2480068919,0.8183802981
-0.7920811508,2.248818945,0.8473901822
-0.811883725,2.2490996621,0.8727010153
-0.8350479331,2.2489279242,0.9017157986
-0.8578600972,2.2462349419,0.9289532683
-0.877167083,2.2443887263,0.9531900857
-0.90053204,2.2427041062,0.9840395721
-0.9177277405,2.2410652881,1.0072809359
-0.9412662729,2.2387250239,1.0402751088
-0.9643177079,2.2357946158,1.0741080735
-0.9784596808,2.2335860871,1.096665004
-0.9991296705,2.229896286,1.1281483322
-1.0227853331,2.2266925679,1.1638811334
-1.0418051022,2.2236246632,1.1914892147
-1.0643998048,2.2222705994,1.2245334106
-1.081497263,2.2220564875,1.2498274921
-1.1026423221,2.2223918333,1.2833077688
-1.2234347341,2.2418825726,1.5124028698
-1.2429107143,2.2493452115,1.544050619
-1.2564561737,2.2544333906,1.568614978
-1.2728516459,2.2606925261,1.6022422906
-1.2902785756,2.2673532003,1.6361615391
-1.3044702142,2.2732257648,1.6635886185
-1.3254624326,2.280700463,1.7001144649
-1.3388728408,2.2849246257,1.7228949672
-1.3558546045,2.2927473648,1.7562992969
-1.3760811796,2.2983475968,1.7925337062
-1.3940376199,2.3006839787,1.8219605891
-1.4091509157,2.3027819226,1.852539767
-1.4274928475,2.3048421378,1.8814370458
-1.4460972818,2.3084637235,1.9136479079
-1.4706656993,2.310529274,1.94762451
-1.4885234407,2.3121063492,1.9743840626
-1.512708798,2.3125593649,2.0080969844
-1.529683355,2.3118311398,2.0304825823
-1.5550939662,2.3107252513,2.0630250393
-1.5778336329,2.3099220794,2.0936628489
-1.5965133558,2.3089355268,2.1192748051
-1.6192107023,2.3080082217,2.1530512753
-1.6355657443,2.3077757653,2.1787318701
-1.655311264,2.3084785836,2.2119085537
-1.6714405444,2.3097390108,2.2397578564
-1.6952149073,2.3097856207,2.2747425006
-1.7139640059,2.3093992725,2.3064749162
-1.7281982781,2.3085686912,2.3310909445
-1.74778305,2.3074559575,2.3636251096
-1.7661561769,2.307291753,2.3970724559
-1.7824855779,2.3083858194,2.4255394174
-1.8025022499,2.3106937055,2.4522201528
-1.8210423248,2.3136161743,2.4750501917
-4.028594744,1.8421279078,1.7202976702
-4.0148030577,1.8409541072,1.7075283432
-3.9926833842,1.8394849639,1.6880774984
-3.9775712455,1.8389963109,1.6754881677
-3.9607913207,1.8397499965,1.6559196
-3.9334837499,1.8352595131,1.6355647567
-3.9198605627,1.8340900519,1.6221074852
-3.8979246993,1.8322484337,1.6021332077
-3.8775285146,1.8307050332,1.5830815619
-3.8612786731,1.8280588061,1.5683246149
-3.8445085541,1.8258602178,1.5479825439
-3.8327919898,1.823348364,1.5323626158
-3.8195164836,1.8210407462,1.507080112
-3.8095611445,1.8190192415,1.4914246174
-3.7982477839,1.8171771461,1.4710431127
-3.782648909,1.8156093264,1.4475328268
-3.7725830068,1.8138835466,1.4356412803
-3.759436246,1.8128934649,1.4147310171
-3.7514440787,1.8134397518,1.4012466168
-3.7405124444,1.8138129554,1.3812916812
-3.7307548249,1.8142276753,1.3609193497
-3.7192572424,1.8141759191,1.3423590189
-3.7079866232,1.8206876251,1.3168391345
-3.6966873867,1.8248578962,1.2976712394
-3.6858583246,1.8271098437,1.282602509
-3.6743335205,1.8307539305,1.2620333109
-3.664789094,1.8304770229,1.2491354871
-3.652263684,1.8348372511,1.2299321117
-3.6419851537,1.8379989356,1.2166084409
-3.628755025,1.8461858947,1.1946793283
-3.6144912059,1.8508697075,1.1746486678
-3.6071159184,1.8557831625,1.1577769855
-3.5953572534,1.8632243343,1.1321928015
-3.5870515095,1.8679365449,1.1156463164
-3.57209047,1.8744668589,1.0919309043
-3.5613479217,1.8811468313,1.0754039187
-3.5437935689,1.8894013526,1.0535130916
-3.5259628396,1.8998164461,1.0277204234
-3.5142160184,1.9066637637,1.010056697
-3.4971358785,1.9148411955,0.9864353777
-3.4772083052,1.9247660667,0.9595912201
-3.4628210371,1.9307306685,0.9434379793
-3.4404364089,1.9411738788,0.9176444047
-3.423723657,1.9483945969,0.8982216621
-3.4018677521,1.9574386777,0.8726444075
-3.3803672087,1.9648297686,0.8464795854
-3.3643744964,1.9689974893,0.827910118
-3.3392639343,1.9753323403,0.8001108656
-3.3221609693,1.9796349065,0.7814691492
-3.2973340865,1.9862699854,0.7546852315
-3.2739845827,1.9917911076,0.7304197586
-3.2553481068,1.995513174,0.7119609647
-3.2284041875,2.0022617619,0.6852501276
-3.2110260869,2.0072202047,0.6678262711
-3.1892140797,2.014047017,0.6440118086
-3.1684214133,2.0243457881,0.6184632642
-3.155941467,2.0299803186,0.6032554495
-3.1359565982,2.0392541782,0.577737206
-3.1222975257,2.0466277148,0.5602391489
-3.1054020266,2.057711587,0.538818092
-3.0847215152,2.0767088683,0.5118966951
-3.0728519765,2.0879893368,0.4982093107
-3.0534958396,2.1074413437,0.4784337508
-3.0369276862,2.1244762429,0.4623112887
-3.0164774262,2.1453753882,0.4429525402
-2.9944693242,2.1675518888,0.4226717578
-2.980085946,2.1816108172,0.4103075367
-2.9562831082,2.2067082001,0.3902367194
-2.933205388,2.2307794734,0.3724575512
-2.9149791615,2.2505877468,0.3581796533
-2.889792262,2.278401131,0.3375215849
-2.875552272,2.2926247701,0.3256800568
-2.8463022195,2.3183357257,0.3023412688
-2.8257178632,2.332481436,0.2873153898
-2.7998625789,2.3478698718,0.2688262331
-2.7634380415,2.3665854163,0.242915758
-2.740743154,2.3781992316,0.2265819447
-2.7157454489,2.3918589181,0.2083230866
-2.6919934689,2.4038712783,0.1924446973
-2.660042577,2.4201306213,0.1719396561
-2.6206048358,2.4381518397,0.1483379341
-2.5991317652,2.4474915558,0.1355134654
-2.5681398593,2.4602788112,0.1170356216
-2.5366051903,2.4720494896,0.0993649077
-2.5012931035,2.4844405068,0.0814220932
-2.4617878168,2.499143862,0.0639235449
-2.4334022324,2.5098716218,0.0532372656
-2.3872245299,2.5269198868,0.0370578918
-2.3567221027,2.5378257129,0.0267549439
-2.315616561,2.5528306791,0.0134697133
-2.2685967904,2.5704552113,-0.001449213
-2.2410793037,2.5810904829,-0.0096263679
-2.1924805135,2.6008573279,-0.0237429549
-2.1600301279,2.6154026567,-0.033438442
-2.1192285778,2.6360813142,-0.0458749496
-2.0764667661,2.6612808021,-0.058780513
-2.0510810691,2.6761177823,-0.0657055256
-2.006735524,2.7005756333,-0.0766473215
-1.965595117,2.7226823214,-0.0861189362
-1.9313181254,2.7417501898,-0.0933782924
-1.8888860485,2.7667737666,-0.100437162
-1.8622820755,2.7824662662,-0.103871758
-1.8105648267,2.8127621128,-0.1090382632
-1.7784286757,2.830956115,-0.1119350944
-1.7355842753,2.8542418277,-0.116013705
-1.683680508,2.8800523727,-0.1204777081
-1.6562206677,2.8931893417,-0.1221629257
-1.6063300836,2.9158396786,-0.1227562584
-1.5708781536,2.9316906114,-0.1220607304
-1.5239123639,2.9509989553,-0.1204160713
-1.4747641706,2.9694174864,-0.1176745309
-1.4456317275,2.9792076902,-0.1154643451
-1.3899083349,2.9956897438,-0.1105112118
-1.3432183206,3.0081823285,-0.105878373
-1.3101523024,3.0161652188,-0.1024200843
-1.2585831643,3.0276313804,-0.0967915174
-1.2258964573,3.0341330183,-0.0928442055
